id,juris,city,name,plandate
2428,4,Emeryville,CO-1.6-x-55,
2429,4,Emeryville,CO-3-x-100,
2430,4,Emeryville,CO-3-x-55,
2431,4,Emeryville,CO-4-x-100,
2432,4,Emeryville,CO-4-x-55,
2433,4,Emeryville,ODH-1-x-55,
2434,4,Emeryville,Ind-0.5-x-55,
2435,4,Emeryville,Ind-1.6-x-55,
2436,4,Emeryville,Ind-3-x-55,
2437,4,Emeryville,Pub-0.5-x-30,
2438,4,Emeryville,Pub-0.5-x-55,
2439,4,Emeryville,Pub-1.6-x-55,
2440,4,Emeryville,Mar-0.5-x-55,
2441,4,Emeryville,OS,
2442,4,Emeryville,Park,
2443,4,Emeryville,ROW,
2444,4,Emeryville,Water,
2501,5,Fremont,RESVL1,
2502,5,Fremont,RESVL2,
2503,5,Fremont,RESVL3,
2504,5,Fremont,RESL1,
2505,5,Fremont,RESL2,
2506,5,Fremont,RESL3,
2507,5,Fremont,RESL4,
2508,5,Fremont,RESM1,
2509,5,Fremont,RESM2,
2510,5,Fremont,RESM3,
2511,5,Fremont,RESM4,
2512,5,Fremont,RESH1,
2513,5,Fremont,RESH2,
2514,5,Fremont,RESVH,
2515,5,Fremont,COMCOM,
2516,5,Fremont,COMHVR,
2517,5,Fremont,COMN,
2518,5,Fremont,COMOFF,
2519,5,Fremont,COMTH,
2520,5,Fremont,COMCBD,
2521,5,Fremont,ComComResH1,
2522,5,Fremont,ComComResH2,
2523,5,Fremont,ComComResM4,
2524,5,Fremont,ComNResH1,
2525,5,Fremont,ComNResMed1,
2526,5,Fremont,ComNResMed2,
2527,5,Fremont,ComThResM3,
2528,5,Fremont,INDG,
2529,5,Fremont,INDLT,
2530,5,Fremont,INDR,
2531,5,Fremont,OSHF,
2532,5,Fremont,OSHIL,
2533,5,Fremont,OSI,
2534,5,Fremont,OSOS,
2535,5,Fremont,OSP,
2536,5,Fremont,AG,
2537,5,Fremont,OSVL1,
2538,5,Fremont,OSVL1,
2539,5,Fremont,OSVL2,
2540,5,Fremont,PF,
2601,6,Foster City,607 - Single Family Residential,
2602,6,Foster City,607 - Two Family Residential,
2603,6,Foster City,607 - Townhouse Residential,
2604,6,Foster City,607 - Condominium Residential,
2605,6,Foster City,607 - Apartment Residential,
2606,6,Foster City,607 - Town Center Commercial,
2607,6,Foster City,607 - Town Center Other,
2608,6,Foster City,607 - Neighborhood Commercial,
2609,6,Foster City,607 - Apartment Residential/Neighborhood Commercial,
2610,6,Foster City,607 - Service Commercial,
2611,6,Foster City,607 - Water Commercial,
2612,6,Foster City,607 - Light Industrial,
2613,6,Foster City,607 - Research/Office Park,
2614,6,Foster City,607 - Elementary School,
2615,6,Foster City,607 - Open Space,
2616,6,Foster City,607 - Parks,
2617,6,Foster City,607 - Public/Semi Public,
2618,6,Foster City,607 - Water,
2701,7,Half Moon Bay,608 - Low Density Residential,
2702,7,Half Moon Bay,608 - Medium Density Residential,
2703,7,Half Moon Bay,608 - High Density Residential,
2704,7,Half Moon Bay,608 - Commercial Downtown,
2705,7,Half Moon Bay,608 - Commercial Recreation,
2706,7,Half Moon Bay,608 - General Commercial,
2707,7,Half Moon Bay,608 - Visitor Serving Commercial,
2708,7,Half Moon Bay,608 - Public Facilities and Institutions,
2709,7,Half Moon Bay,608 - Light Industrial,
2710,7,Half Moon Bay,608 - Urban Reserve,
2711,7,Half Moon Bay,608 - Open Space Reserve,
2712,7,Half Moon Bay,608 - Regional Public Recreation,
2713,7,Half Moon Bay,608 - Greenbelt - Stream Corridor,
2714,7,Half Moon Bay,608 - Horticultural Business,
2715,7,Half Moon Bay,608 - Planned Development District,
2716,7,Half Moon Bay,608 - Mobile Home Park,
2801,8,Benicia,801 - Residential - Low Density,
2802,8,Benicia,801 - Residential - Medium Density,
2803,8,Benicia,801 - Residential - High Density,
2804,8,Benicia,801 - Commercial - Downtown,
2805,8,Benicia,801 - Commercial - General,
2806,8,Benicia,801 - Commercial - Community,
2807,8,Benicia,801 - Commercial - Business and Professional,
2808,8,Benicia,801 - Commercial - Waterfront,
2809,8,Benicia,801 - Industrial - General,
2810,8,Benicia,801 - Industrial - Limited,
2811,8,Benicia,801 - Industrial - Waterfront,
2812,8,Benicia,801 - Mixed Use - Downtown,
2813,8,Benicia,801 - Mixed Use - Lower Arsenal,
2814,8,Benicia,801 - Public and Quasi-Public,
2815,8,Benicia,801 - Open Space - General,
2816,8,Benicia,801 - Open Space - Parks,
2817,8,Benicia,801 - Open Space - Marsh,
2901,9,Dixon,802 - Very Low Density Residential,
2902,9,Dixon,802 - Low Density Residential,
2903,9,Dixon,802 - Medium-Low Density Residential,
2904,9,Dixon,802 - Medium-High Density Residential,
2906,9,Dixon,802 - Future Residential,
2907,9,Dixon,802 - Downtown Commercial,
2908,9,Dixon,802 - Neighborhood Commercial,
2909,9,Dixon,802 - Community Commercial,
2910,9,Dixon,802 - Highway Commercial,
2911,9,Dixon,802 - Services Commercial,
2912,9,Dixon,802 - Professional/Administrative Office,
2913,9,Dixon,802 - Core Area Mixed Use,
2914,9,Dixon,802 - General Industrial,
2915,9,Dixon,802 - Planned Business/Industrial,
2916,9,Dixon,802 - Industrial Employment Center,
2917,9,Dixon,802 - Planned Business/Industrial/Service Commercial,
2918,9,Dixon,802 - Services Commercial/Professional/Administrative Offices,
2919,9,Dixon,802 - Highway Commercial/Professional/Administrative Offices,
2920,9,Dixon,802 - Governmental/Institutional,
2921,9,Dixon,802 - Parks,
2922,9,Dixon,802 - School Buildings/Play Areas,
2923,9,Dixon,802 - Agricultural,
3001,10,Fairfield,AI,
3002,10,Fairfield,AE,
3003,10,Fairfield,OSR,
3004,10,Fairfield,OSC,
3005,10,Fairfield,RVL,
3006,10,Fairfield,RL,
3007,10,Fairfield,RLM,
3008,10,Fairfield,RM,
3009,10,Fairfield,RH,
3010,10,Fairfield,RVH,
3011,10,Fairfield,CN,
3012,10,Fairfield,CC,
3013,10,Fairfield,CC,
3014,10,Fairfield,CS,
3015,10,Fairfield,CHR,
3016,10,Fairfield,CO,
3017,10,Fairfield,IBP,
3019,10,Fairfield,IL,
3020,10,Fairfield,IG,
3022,10,Fairfield,PF,
3023,10,Fairfield,MU,
3101,11,Cloverdale,RR,
3102,11,Cloverdale,LDR,
3103,11,Cloverdale,MDR,
3104,11,Cloverdale,HDR,
3105,11,Cloverdale,OR,
3106,11,Cloverdale,DTC,
3107,11,Cloverdale,DTS,
3108,11,Cloverdale,GC,
3109,11,Cloverdale,SC,
3110,11,Cloverdale,DSC,
3111,11,Cloverdale,TOD,
3112,11,Cloverdale,GI,
3113,11,Cloverdale,BP,
3114,11,Cloverdale,P,
3115,11,Cloverdale,CF,
3201,12,Cotati,902 - Rural Residential,
3202,12,Cotati,902 - Low Density Residential,
3203,12,Cotati,902 - Low-Medium Density Residential,
3204,12,Cotati,902 - Medium Density Residential,
3205,12,Cotati,902 - High Density Residential,
3206,12,Cotati,902 - General Commercial,
3207,12,Cotati,902 - Highway Commercial,
3208,12,Cotati,902 - Office Commercial,
3209,12,Cotati,902 - General Industrial,
3210,12,Cotati,902 - Commercial Industrial,
3211,12,Cotati,902 - Parks,
3212,12,Cotati,902 - Public Facilities,
3301,13,Healdsburg,VLR,
3302,13,Healdsburg,LR,
3303,13,Healdsburg,MR,
3304,13,Healdsburg,MHR,
3305,13,Healdsburg,HR,
3306,13,Healdsburg,DR,
3307,13,Healdsburg,GMU,
3308,13,Healdsburg,MUPD,
3309,13,Healdsburg,O/HR,
3310,13,Healdsburg,DC,
3311,13,Healdsburg,SC,
3312,13,Healdsburg,MO,
3313,13,Healdsburg,I,
3314,13,Healdsburg,PQP,
3315,13,Healdsburg,OS,
3316,13,Healdsburg,RS,
3401,14,Petaluma,RR,
3402,14,Petaluma,R VL,
3403,14,Petaluma,RL,
3404,14,Petaluma,R DIV LOW,
3405,14,Petaluma,RM,
3406,14,Petaluma,RH,
3407,14,Petaluma,MH,
3408,14,Petaluma,NC,
3409,14,Petaluma,CC,
3410,14,Petaluma,MU,
3411,14,Petaluma,BP,
3412,14,Petaluma,I,
3413,14,Petaluma,AG,
3414,14,Petaluma,AG S,
3415,14,Petaluma,RDI,
3416,14,Petaluma,P S-P,
3417,14,Petaluma,ED,
3418,14,Petaluma,PARK,
3419,14,Petaluma,CO PARK,
3420,14,Petaluma,PROP PARK,
3421,14,Petaluma,OS,
3422,14,Petaluma,FW,
3502,15,Rohnert Park,R-E,
3503,15,Rohnert Park,R-L,
3504,15,Rohnert Park,R-M,
3505,15,Rohnert Park,R-H,
3506,15,Rohnert Park,C-O,
3507,15,Rohnert Park,C-N,
3508,15,Rohnert Park,C-R,
3509,15,Rohnert Park,M-U,
3510,15,Rohnert Park,C-R/R-H,
3511,15,Rohnert Park,I-L,
3512,15,Rohnert Park,P-I,
3513,15,Rohnert Park,OS-ARM,
3514,15,Rohnert Park,OS-EC,
3515,15,Rohnert Park,REC,
3601,16,Santa Rosa,Country Residential,
3602,16,Santa Rosa,Very Low Residential,
3603,16,Santa Rosa,Low/Open Space,
3604,16,Santa Rosa,Low Residential,
3605,16,Santa Rosa,Med-Low Residential,
3606,16,Santa Rosa,Med Residential,
3607,16,Santa Rosa,Med-High Residential,
3608,16,Santa Rosa,Mobile Home Park,
3609,16,Santa Rosa,Transit Village Medium,
3610,16,Santa Rosa,Transit Village Mixed Use,
3611,16,Santa Rosa,Retail/Med Residential,
3612,16,Santa Rosa,Retail/High Residential,
3613,16,Santa Rosa,LtInd/Med Residential,
3614,16,Santa Rosa,Office/High Residential,
3615,16,Santa Rosa,Office/Med Residential,
3616,16,Santa Rosa,Retail and Business Service,
3617,16,Santa Rosa,Office,
3618,16,Santa Rosa,Business Park,
3619,16,Santa Rosa,Public/Institutional,
3620,16,Santa Rosa,Light Industry,
3621,16,Santa Rosa,General Industry,
3622,16,Santa Rosa,Agriculture,
3623,16,Santa Rosa,Parks/Recreation,
3624,16,Santa Rosa,Open Space,
3701,17,Sebastopol,OS,
3702,17,Sebastopol,P,
3703,17,Sebastopol,CF,
3704,17,Sebastopol,VLR,
3705,17,Sebastopol,LR,
3706,17,Sebastopol,MR,
3707,17,Sebastopol,HR,
3708,17,Sebastopol,GC,
3709,17,Sebastopol,O,
3710,17,Sebastopol,DC,
3711,17,Sebastopol,LII,
3712,17,Sebastopol,O/LI,
3801,18,Sonoma,908 - Rural Residential,
3802,18,Sonoma,908 - Low Density Residential,
3803,18,Sonoma,908 - Sonoma Residential,
3804,18,Sonoma,908 - Medium Density Residential,
3805,18,Sonoma,908 - High Density Residential,
3806,18,Sonoma,908 - Housing Opportunity,
3807,18,Sonoma,908 - Mobile Home Park,
3808,18,Sonoma,908 - Mixed Use,
3809,18,Sonoma,908 - Commercial,
3810,18,Sonoma,908 - Gateway Commercial,
3811,18,Sonoma,908 - Wine Production,
3812,18,Sonoma,908 - Public Facility,
3813,18,Sonoma,908 - Hillside,
3814,18,Sonoma,908 - Park,
3815,18,Sonoma,908 - Agriculture,
3901,19,Windsor,920 - Compact Residential,
3902,19,Windsor,920 - High Density Residential,
3903,19,Windsor,920 - Medium-High Density Residential,
3904,19,Windsor,920 - Mobile Home Park,
3905,19,Windsor,920 - Medium Density Residential,
3906,19,Windsor,920 - Low-Medium Density Residential,
3907,19,Windsor,920 - Low Density Residential,
3908,19,Windsor,920 - Very Low Density Residential,
3909,19,Windsor,920 - Mixed Use - Neighborhood Center,
3910,19,Windsor,920 - Boulevard Mixed Use,
3911,19,Windsor,920 - Regional Mixed Use,
3912,19,Windsor,920 - Mixed Use - Town Center,
3913,19,Windsor,920 - Gateway Commercial,
3914,19,Windsor,920 - Service Commercial,
3915,19,Windsor,920 - Retail Commercial,
3916,19,Windsor,920 - General Business,
3917,19,Windsor,920 - Light Industrial,
3918,19,Windsor,920 - Heavy Industrial,
3919,19,Windsor,920 - Open Space,
3920,19,Windsor,920 - Parks,
3921,19,Windsor,920 - Public/Quasi-Public/Institutional,
4001,20,Hillsborough,609 - Residential,
4002,20,Hillsborough,609 - Public Facilities and Services,
4003,20,Hillsborough,609 - Private Schools,
4004,20,Hillsborough,609 - Open Space and Conservation,
4005,20,Hillsborough,609 - Private Recreational,
4102,21,Menlo Park,RES,
4103,21,Menlo Park,RES(X),
4104,21,Menlo Park,R1S,
4105,21,Menlo Park,R1S(X),
4106,21,Menlo Park,R1S(FG),
4107,21,Menlo Park,R1U,
4108,21,Menlo Park,R1U(X),
4109,21,Menlo Park,R1U(LM),
4110,21,Menlo Park,R2,
4111,21,Menlo Park,R2(X),
4112,21,Menlo Park,R3,
4113,21,Menlo Park,R3(X),
4114,21,Menlo Park,R3A,
4115,21,Menlo Park,R3A(X),
4116,21,Menlo Park,H,
4117,21,Menlo Park,R4,
4118,21,Menlo Park,R4(X),
4119,21,Menlo Park,RLU,
4120,21,Menlo Park,RLU(X),
4121,21,Menlo Park,R3C,
4122,21,Menlo Park,RC,
4123,21,Menlo Park,C1,
4124,21,Menlo Park,C1(X),
4125,21,Menlo Park,C1A,
4126,21,Menlo Park,C1B,
4127,21,Menlo Park,C1C,
4128,21,Menlo Park,C1C(X),
4129,21,Menlo Park,C2,
4130,21,Menlo Park,C2A,
4131,21,Menlo Park,C2B,
4132,21,Menlo Park,C2S,
4133,21,Menlo Park,C3,
4134,21,Menlo Park,C4,
4135,21,Menlo Park,C4(X),
4136,21,Menlo Park,P,
4137,21,Menlo Park,C4(ECR),
4138,21,Menlo Park,PD(1),
4139,21,Menlo Park,PD(2),
4140,21,Menlo Park,PD(3),
4141,21,Menlo Park,PD(4),
4142,21,Menlo Park,PD(5),
4143,21,Menlo Park,PD(6),
4144,21,Menlo Park,PD(8),
4145,21,Menlo Park,M1,
4146,21,Menlo Park,M2,
4147,21,Menlo Park,M2(X),
4148,21,Menlo Park,M3(X),
4149,21,Menlo Park,OSC,
4150,21,Menlo Park,PF,
4151,21,Menlo Park,FP,
4152,21,Menlo Park,AAGP,
4153,21,Menlo Park,U,
4201,22,Monte Sereno,708 - Lower Density Residential ,
4202,22,Monte Sereno,708 - Medium Density Residential,
4203,22,Monte Sereno,708 - Higher Density Residential,
4204,22,Monte Sereno,708 - Open Space,
4301,23,Morgan Hill,709 - Residential Estate,
4302,23,Morgan Hill,709 - Single Family Low Density Residential,
4303,23,Morgan Hill,709 - Single Family Medium Density Residential,
4304,23,Morgan Hill,709 - Multi-Family Low Density Residential,
4305,23,Morgan Hill,709 - Multi-Family Medium Density Residential,
4307,23,Morgan Hill,709 - Commercial,
4308,23,Morgan Hill,709 - Non-Retail Commercial,
4309,23,Morgan Hill,709 - General Commercial,
4311,23,Morgan Hill,709 - Industrial,
4312,23,Morgan Hill,709 - Office Industrial,
4313,23,Morgan Hill,709 - Campus Industrial,
4314,23,Morgan Hill,709 - Public Facilities,
4315,23,Morgan Hill,709 - Rural County Residential,
4316,23,Morgan Hill,709 - Open Space,
4401,24,Mountain View,710 - Low Density Residential,
4402,24,Mountain View,710 - Mobile Home Park,
4403,24,Mountain View,710 - Medium-Low Density Residential,
4404,24,Mountain View,710 - Medium Density Residential,
4405,24,Mountain View,710 - Medium-High Density Residential,
4406,24,Mountain View,710 - High Density Residential,
4407,24,Mountain View,710 - Neighborhood Commercial,
4408,24,Mountain View,710 - General Commercial,
4409,24,Mountain View,710 - Linear Commercial/Residential,
4410,24,Mountain View,710 - Regional Commercial,
4411,24,Mountain View,710 - Downtown Commercial,
4412,24,Mountain View,710 - Office,
4413,24,Mountain View,710 - General Industrial,
4414,24,Mountain View,710 - Institutional,
4415,24,Mountain View,710 - Parks and Schools,
4416,24,Mountain View,710 - Regional Park,
4417,24,Mountain View,710 - Agriculture,
4418,24,Mountain View,710 - Institutional,
4419,24,Mountain View,710 - Open Space,
4501,25,Palo Alto,Single Family Res,
4502,25,Palo Alto,Multi-Family Res,
4503,25,Palo Alto,Village Residential,
4504,25,Palo Alto,Transit-oriented Residential,
4505,25,Palo Alto,Multi-Family Res (w/Hotel Overlay),
4506,25,Palo Alto,Neighborhood Commercial,
4507,25,Palo Alto,Regional/Community Commercial,
4508,25,Palo Alto,Service Commercial,
4509,25,Palo Alto,SOFA I CAP,
4510,25,Palo Alto,SOFA II CAP,
4511,25,Palo Alto,Hotel Commercial,
4512,25,Palo Alto,Research/Office Park,
4513,25,Palo Alto,Light Industrial,
4514,25,Palo Alto,School District Land,
4515,25,Palo Alto,Major Institution/Special Facility,
4516,25,Palo Alto,MIUL/Campus Single Family,
4517,25,Palo Alto,MIUL/Campus Multiple Family,
4518,25,Palo Alto,MIUL/Campus Educational Facility,
4519,25,Palo Alto,MIUL/Academic Reserve and Open Space,
4520,25,Palo Alto,Public Conservation Land,
4521,25,Palo Alto,Public Park,
4522,25,Palo Alto,Streamside Open Space,
4523,25,Palo Alto,Open Space/Controlled Development,
4601,26,San Jose,Transit Residential,
4602,26,San Jose,Urban Residential,
4603,26,San Jose,Mixed Use Neighborhood,
4604,26,San Jose,Residential Neighborhood,
4605,26,San Jose,Rural Residential,
4606,26,San Jose,Lower Hillside,
4607,26,San Jose,Downtown,
4608,26,San Jose,Commercial Downtown,
4609,26,San Jose,Urban Village,
4610,26,San Jose,Transit Employment Center,
4611,26,San Jose,Regional Commercial,
4612,26,San Jose,Mixed Use Commercial,
4613,26,San Jose,Neighborhood/Community Commercial,
4614,26,San Jose,Combined Industrial/Commercial,
4615,26,San Jose,Industrial Park,
4616,26,San Jose,Light Industrial,
4617,26,San Jose,Heavy Industrial,
4619,26,San Jose,Transportation and Utilities,
4620,26,San Jose,Agriculture,
4621,26,San Jose,Private Recreation and Open Space,
4622,26,San Jose,"Open Space, Parklands and Habitat",
4623,26,San Jose,Open Hillside,
4701,27,Santa Clara,Very Low Density Residential,
4702,27,Santa Clara,Low Density Residential,
4703,27,Santa Clara,Medium Density Residential,
4704,27,Santa Clara,High Density Residential,
4705,27,Santa Clara,Neighborhood Commercial,
4706,27,Santa Clara,Community Commercial,
4707,27,Santa Clara,Regional Commercial,
4708,27,Santa Clara,Neighborhood Mixed Use,
4709,27,Santa Clara,Community Mixed Use,
4710,27,Santa Clara,Regional Mixed Use,
4711,27,Santa Clara,High Intensity Office/R&D,
4712,27,Santa Clara,Low Intensity Office/R&D,
4713,27,Santa Clara,Light Industrial,
4714,27,Santa Clara,Heavy Industrial,
4715,27,Santa Clara,Public/Quasi Public,
4716,27,Santa Clara,Parks/Open Space,
4718,27,Santa Clara,Downtown Core,
4801,28,Saratoga,RHC,
4802,28,Saratoga,RVLD,
4803,28,Saratoga,RLD,
4804,28,Saratoga,M-15,
4805,28,Saratoga,M-12.5,
4806,28,Saratoga,M-10,
4807,28,Saratoga,RMF,
4808,28,Saratoga,PDR,
4809,28,Saratoga,MUPD,
4810,28,Saratoga,PDM,
4811,28,Saratoga,PA,
4812,28,Saratoga,CR,
4813,28,Saratoga,CFS,
4814,28,Saratoga,OS-H,
4815,28,Saratoga,OS-MR,
4816,28,Saratoga,OS-OR,
4817,28,Saratoga,OS-P,
4818,28,Saratoga,PUC,
4901,29,Sunnyvale,Low Res.,
4902,29,Sunnyvale,Low Med Res.,
4903,29,Sunnyvale,Med Res.,
4904,29,Sunnyvale,High Res.,
4905,29,Sunnyvale,Very High Res.,
4906,29,Sunnyvale,Mobile Home Res.,
4907,29,Sunnyvale,Neighborhood Com,
4908,29,Sunnyvale,General Business,
4909,29,Sunnyvale,Com Intensificat,
4910,29,Sunnyvale,Ind Intensificat,
4911,29,Sunnyvale,Office,
4912,29,Sunnyvale,Industry,
4913,29,Sunnyvale,Parks,
4914,29,Sunnyvale,Schools,
4915,29,Sunnyvale,Environmental,
4916,29,Sunnyvale,Civic Center,
4917,29,Sunnyvale,Ind. to Res. (Lo,
4918,29,Sunnyvale,Ind. to Res. (Me,
4919,29,Sunnyvale,ITR Med to High,
4921,29,Sunnyvale,Lakeside,
4922,29,Sunnyvale,Moffett Park,
4923,29,Sunnyvale,DSP,
5001,30,San Carlos,RS-3,
5002,30,San Carlos,RS-6,
5003,30,San Carlos,RM-20,
5004,30,San Carlos,RM-59,
5005,30,San Carlos,MU-DC,
5006,30,San Carlos,MU-D,
5007,30,San Carlos,MU-SA,
5008,30,San Carlos,MU-SC,
5009,30,San Carlos,MU-NB,
5010,30,San Carlos,MU-SB,
5011,30,San Carlos,MU-N,
5012,30,San Carlos,NR,
5013,30,San Carlos,GCI,
5014,30,San Carlos,IA,
5015,30,San Carlos,IL,
5016,30,San Carlos,IH,
5017,30,San Carlos,IP,
5018,30,San Carlos,P,
5019,30,San Carlos,A,
5020,30,San Carlos,OS,
5021,30,San Carlos,PK,
5101,31,San Mateo,Single Family,
5102,31,San Mateo,Low Density Multi-Family,
5103,31,San Mateo,Medium Density Multi-Family,
5104,31,San Mateo,High Density Multi-Family,
5105,31,San Mateo,Neighborhood Commercial,
5106,31,San Mateo,Regional/Community Commercial,
5107,31,San Mateo,Downtown Retail Core,
5108,31,San Mateo,Service Commercial,
5109,31,San Mateo,Manufacturing,
5110,31,San Mateo,Executive Office,
5111,31,San Mateo,Downtown Retail Core Support,
5112,31,San Mateo,Transit-Oriented Development,
5113,31,San Mateo,Executive Office &Med Density Multi-Family (split LU),
5114,31,San Mateo,Executive Office/ High Density Multi-Family,
5115,31,San Mateo,Neighborhood Commercial/ Medium-High Density Multi-Family,
5116,31,San Mateo,Regional/Community Commercial/ High Density Multi-Family,
5117,31,San Mateo,Public Facility,
5118,31,San Mateo,Parks/ Open Space,
5119,31,San Mateo,Utilities,
5120,31,San Mateo,Transportation Corridor,
5121,31,San Mateo,Major Institution/ Special Facility,
5201,32,South San Francisco,618 - Low Density Residential,
5202,32,South San Francisco,618 - Medium Density Residential,
5203,32,South San Francisco,618 - High Density Residential,
5204,32,South San Francisco,618 - Downtown Low Density Residential,
5205,32,South San Francisco,618 - Downtown Medium Density Residential,
5206,32,South San Francisco,618 - Downtown High Density Residential,
5207,32,South San Francisco,618 - Medium Density Residential/ Community Commercial,
5208,32,South San Francisco,618 - High Density Residential/ Community Commercial,
5209,32,South San Francisco,618 - High Density Residential/ Community Commercial/ Office,
5210,32,South San Francisco,618 - Downtown Medium Density Residential/ Business Commercial,
5211,32,South San Francisco,618 - Downtown Medium Density Residential/ Community Commercial,
5212,32,South San Francisco,618 - Downtown High Density Residential/ Business Commercial,
5213,32,South San Francisco,618 - Downtown High Density Residential/ Community Commercial,
5214,32,South San Francisco,618 - Downtown Commercial,
5215,32,South San Francisco,618 - Office,
5216,32,South San Francisco,618 - Community Commercial,
5217,32,South San Francisco,618 - Regional Commercial,
5218,32,South San Francisco,618 - Business Commercial,
5219,32,South San Francisco,618 - Coastal Commercial,
5220,32,South San Francisco,618 - Business and Technology Park,
5221,32,South San Francisco,618 - Business and Technology Park/ Coastal Commercial,
5222,32,South San Francisco,618 - Mixed Industrial,
5223,32,South San Francisco,618 - Mixed Industrial/ Coastal Commercial,
5224,32,South San Francisco,618 - Public,
5225,32,South San Francisco,618 - Transportation Center,
5226,32,South San Francisco,618 - Park and Recreation,
5227,32,South San Francisco,618 - Open Space,
5301,33,Woodside,619 - Residential,
5302,33,Woodside,619 - Suburban Residential,
5303,33,Woodside,619 - Rural Residential,
5304,33,Woodside,619 - Special Conservation Planning - 10,
5305,33,Woodside,619 - Special Conservation Planning - 5,
5306,33,Woodside,619 - Special Conservation Planning - 7.5,
5307,33,Woodside,619 - Commercial,
5308,33,Woodside,619 - Public Quasi-Public,
5309,33,Woodside,619 - General Open Space,
5310,33,Woodside,619 - Open Space for Health and Safety,
5311,33,Woodside,619 - Open Space for Preservation of Natural Resources,
5312,33,Woodside,619 - Open Space for Low Intensity Outdoor Recreation,
5401,34,Millbrae,Very Low Density Residential,
5402,34,Millbrae,Low Density Residential,
5403,34,Millbrae,Medium Density Residential,
5404,34,Millbrae,High Density Residential,
5405,34,Millbrae,General Commercial,
5406,34,Millbrae,Industrial and Utility,
5407,34,Millbrae,Park and Open Space,
5408,34,Millbrae,Public and Quasi-Public,
5409,34,Millbrae,MSASP Commercial Mixed Use-45,
5410,34,Millbrae,MSASP Commercial Mixed Use-70,
5411,34,Millbrae,MSASP Commercial Mixed Use-75,
5412,34,Millbrae,MSASP General Com Residential MU-30,
5413,34,Millbrae,MSASP General Com Residential MU-45,
5414,34,Millbrae,MSASP General Com Residential MU-55,
